V1,V2,V3,V4,V5,V6,V7,V8,Time,Amount,Class
-1.1361570092466968,1.059681933804517,1.9787860924163827,1.1551616982270092,0.37623027124794367,-0.0654536202792209,-0.29093506134881436,-0.9862959608695043,41860,3.84,0
0.5973443385951982,0.4821248501549553,-1.2774782071448822,1.1959423904724544,-0.46245500608742646,-0.6048321585153806,0.49025848653326254,0.8510618461252044,118786,11.5,0
-0.5335570535052107,0.05435312940366061,-1.2288017020535533,0.5058224066670638,-1.3310281681129013,-1.778154984041801,-1.5089254066028757,-0.2838188338109742,70444,77.58,0
-0.5475814066130479,0.6334322269187602,-0.97647794546663,0.25534688774512726,-0.037599152861953644,0.3960289442412771,0.5367135862988128,0.6436446259952242,128839,2.53,0
-0.3970794402094839,-0.5813064019537125,-0.9745993055540371,1.557376998764244,0.6004009492911057,2.1921357102521886,-1.605207117877063,0.3131437255376883,61525,24.48,0
-1.0735110468966247,1.1800193126959724,0.20998819408049657,1.3238246127209083,0.36374464416026897,0.5097791306937841,-0.3095033827597953,-0.1936273596236468,81937,3.15,0
-0.799015107413487,0.27095659924073434,2.6251394165986133,0.6639641904247354,-0.848314387102404,0.7757951119777513,0.5808885316918493,-1.72686569437961,39676,37.89,0
-0.0997770334789659,-0.6693619319397288,-1.936046305615248,0.23313906897550848,0.40921074975042837,0.6704301768092238,0.7832281054166701,-0.09917153103685956,151099,2.29,0
-1.241528468128827,0.8772216595261796,-0.4458627565970467,-0.8681343247780384,4.29885757229876,-1.1530422256679607,-0.08778599652768404,-2.3005040022346863,36713,57.91,0
0.6169275106868255,-1.4128101799421877,1.722143225856191,-1.2084744952516213,-1.631163989078862,-2.933734492974521,0.6985311210775337,1.448845031181159,137053,53.69,0
1.3298500600552527,0.7386952791779796,2.378480503109216,-0.7585282172088982,-0.468869019700708,-0.8806800900360835,-0.8867513377834617,1.3972066891244086,65780,48.33,0
0.24749590391802714,-0.4175473072659852,0.6461860121365275,0.8580582255459638,0.6340766610392347,-0.9948042414019207,1.1426674988225407,-0.34486025309278195,39114,2.38,0
-0.029049952514663413,-0.16128683367420105,-0.27952349670394916,-0.3519547292557266,1.3791869793847908,-0.45192028309850685,0.29998120276257684,2.4226688755390207,144232,4.38,0
0.37621949712225244,-1.0527387146712468,0.5664490504243518,1.7929510562154198,-0.6600760334433915,-0.7172585625800516,0.008066881859585947,1.3782347600030314,119469,98.92,0
-0.10674759128342123,1.8918443001905736,-1.5659871799799663,1.3520486142589376,-0.49900521791608576,0.8915643569018785,1.5717681207499725,-0.35121107157573517,43310,79.84,0
2.1735634508901627,1.1497090238167955,0.9656342670490364,-1.1486819737250538,-0.9048820237420953,0.6250283799717753,-2.080449025727129,-1.5054972179689046,33351,72.8,0
0.28615688389954597,-1.0258715215989511,-1.2781318799455943,0.07062782869834133,0.1815521110438528,-1.0515672871485071,0.5715565710387613,0.6150446019760258,118033,5.03,0
-0.10032077379173393,-0.9653920370879123,1.4299724677412502,-1.4686308752998163,-0.2458163198777646,-1.0498576804950404,1.008646724623233,0.16995987093552753,46128,1.69,0
0.6431339246764789,-2.6539037865882187,0.10706058955443694,-2.303186448594082,0.006307799517029778,1.5915235491840705,-0.34836082465781076,0.2559094287062057,38588,13.45,0
0.37131491715382703,-2.1278881946769914,0.9594015456748938,-1.0638845635013556,-1.7078935349386917,-0.8205609429028039,-0.04180224775162977,0.07737632761947057,146266,75.98,0
-0.8988581721076221,-0.01738073292164037,0.11198432318812204,0.3095217495653957,0.9115089868851968,-1.670904434184382,0.9571624402224015,-0.9139034639960295,42022,37.53,0
-1.4882070685200706,1.9423537776587705,0.38418277927851247,-0.20602200110711955,-0.4512134432819783,-0.03529811974462664,-0.7271176104298854,-0.3281191487827743,73105,51.43,0
-0.0055383542133556375,1.4575984784712448,-0.7454912693195149,-0.726528268393714,-0.24620847683548694,-0.017581448638234503,0.6208041800195778,0.04298489309235521,50809,22.07,0
-0.5114228386536627,0.16752597516224846,1.089937788201805,1.0296003861898777,-1.2202851841396174,-0.6129380027344853,-0.14372636180804266,0.813938574523824,47222,3.34,0
0.3853486061578679,-0.5138425800663473,-1.1674912042604615,0.747864807509785,-0.7956634684093005,1.24038824791696,-0.1648764617576189,-0.4466807925727096,48242,63.55,0
-0.1429443645388315,0.8259770564370071,-1.3219563219303276,-0.6009219329203157,1.42273846755332,1.0410598049433069,-0.6778052757472707,-0.049473135323638895,83968,46.04,0
-0.35134625337366227,1.3262023022957656,-0.3206422849373305,1.6569229987539398,0.033025931124064115,-0.8318016084191631,-1.9057739042561697,1.1908167937979897,54277,35.13,0
1.9330652257107903,-0.8245185534670733,-0.14393338401606803,-1.4381769033956318,1.0461131058475746,1.88811087881252,2.008141936137437,1.1347210354858641,42979,65.09,0
-0.1466332228259259,-1.3421730536439518,-1.0080479063716663,-1.0529943897434306,-0.728331407323888,0.2581564483742064,1.0061373234555744,-2.2213880908843877,34445,67.61,0
-0.5140741113005324,0.9489053703967205,-1.0587834409252077,-1.093440425718558,0.4481387274067076,0.4207631976917133,0.9300724593022313,-1.7104423501281598,127440,10.72,0
0.4396075342721804,-0.39413612404615694,-0.5237130741415701,1.9152156346220306,0.5475460900496965,0.8235512859379315,1.8765934667887985,0.08311901632819285,148399,23.89,0
2.100916139234912,-0.033404181002878494,0.15998831789186987,0.5957719966107027,-0.2910193172430512,0.22728888284546345,-1.702850560955932,-0.8891107160670026,82942,23.65,0
0.7098814994576927,-1.054498817032954,0.46716462816913484,1.0481244605810938,0.3529673606681422,1.1255434827665363,-0.04133321926966575,-0.8473161346777885,63296,35.32,0
-0.07061825659932791,-0.7589888076317364,1.5136309213073738,0.8691951663542237,-0.10410938690901492,-0.11524113109966296,-0.4742876021191373,-0.6430812104816567,141510,8.38,0
0.6035546458994628,0.5401369456070468,0.002670089706526471,-0.7241595688231592,-0.02755431025547693,-0.47408918735476224,0.2633119981877094,0.4224848372332914,160777,29.51,0
-1.826885098074021,0.2714118802847143,0.34450290377626025,0.12214338292495079,0.2274927677521008,-1.1327973629157735,-0.8944569680247204,-0.3164225935832671,142882,20.52,0
